time,y,x,band,spatial_ref,Corn4_prepped_inputs_mod21a1d_catd
2022-06-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-09,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-09,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-10,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-10,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-10,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-10,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-11,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-11,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-11,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-11,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-12,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-12,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-12,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-12,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-13,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-13,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-13,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-13,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-14,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-14,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-14,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-14,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-15,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-15,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-15,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-15,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-16,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-16,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-16,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-16,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-17,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-17,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-17,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-17,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-18,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-18,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-18,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-18,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-19,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-19,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-19,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-19,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-20,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-20,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-20,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-20,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-21,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-21,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-21,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-21,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-22,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-22,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-22,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-22,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-23,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-23,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-23,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-23,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-24,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-24,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-24,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-24,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-25,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-25,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-25,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-25,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-26,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-26,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-26,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-26,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-27,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-27,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-27,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-27,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-28,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-28,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-28,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-28,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-29,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-06-29,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-29,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-29,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-30,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-06-30,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-06-30,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-06-30,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-01,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-01,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-01,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-01,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-02,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-02,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-02,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-02,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-03,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-03,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-03,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-03,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-04,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-04,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-04,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-04,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-05,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-05,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-05,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-05,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-06,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-06,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-06,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-06,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-07,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-07,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-07,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-07,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-08,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-08,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-08,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-09,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-09,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-10,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-10,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-10,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-10,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-11,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-11,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-11,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-11,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-12,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-12,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-12,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-12,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-13,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-13,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-13,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-13,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-14,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-14,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-14,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-14,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-15,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-15,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-15,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-15,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-16,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-16,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-16,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-16,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-17,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-17,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-17,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-17,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-18,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-18,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-18,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-18,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-19,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-19,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-19,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-19,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-20,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-20,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-20,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-20,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-21,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-21,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-21,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-21,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-22,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-22,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-22,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-22,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-23,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-23,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-23,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-23,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-24,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-24,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-24,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-24,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-25,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-25,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-25,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-25,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-26,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-26,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-26,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-26,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-27,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-27,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-27,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-27,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-28,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-28,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-28,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-28,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-29,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-29,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-29,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-29,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-30,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-30,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-30,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-07-30,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-31,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-07-31,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-07-31,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-07-31,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-01,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-01,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-01,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-01,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-02,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-02,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-02,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-02,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-03,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-03,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-03,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-03,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-04,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-04,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-04,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-04,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-05,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-05,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-05,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-05,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-06,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-06,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-06,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-06,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-07,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-07,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-07,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-07,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-08,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-08,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-08,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-09,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-09,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-10,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-10,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-10,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-10,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-11,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-11,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-11,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-11,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-12,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-12,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-12,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-12,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-13,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-13,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-13,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-13,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-14,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-14,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-14,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-14,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-15,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-15,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-15,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-15,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-16,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-16,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-16,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-16,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-17,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-17,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-17,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-17,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-18,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-18,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-18,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-18,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-19,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-19,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-19,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-19,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-20,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-20,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-20,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-20,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-21,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-21,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-21,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-21,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-22,4219257.765466684,629271.6446770779,1.0,0.0,18.769998779296884
2022-08-22,4219257.765466684,630198.2701101338,1.0,0.0,18.769998779296884
2022-08-22,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-22,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-23,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-23,4219257.765466684,629271.6446770779,1.0,0.0,21.05998046875004
2022-08-23,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-23,4219257.765466684,630198.2701101338,1.0,0.0,20.96000488281254
2022-08-24,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-24,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-24,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-24,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-25,4219257.765466684,630198.2701101338,1.0,0.0,22.459995117187532
2022-08-25,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-25,4219257.765466684,629271.6446770779,1.0,0.0,22.239993896484407
2022-08-25,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-26,4219257.765466684,629271.6446770779,1.0,0.0,21.76998413085937
2022-08-26,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-26,4219257.765466684,630198.2701101338,1.0,0.0,22.169978027343745
2022-08-26,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-27,4219257.765466684,630198.2701101338,1.0,0.0,22.119997558593752
2022-08-27,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-27,4219257.765466684,629271.6446770779,1.0,0.0,21.339998779296877
2022-08-27,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-28,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-28,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-28,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-28,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-29,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-29,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-29,4219257.765466684,630198.2701101338,1.0,0.0,NA
2022-08-29,4219257.765466684,629271.6446770779,1.0,0.0,NA
2022-08-30,4219257.765466684,630198.2701101338,1.0,0.0,20.139996337890636
2022-08-30,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-30,4219257.765466684,629271.6446770779,1.0,0.0,19.460003662109386
2022-08-30,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-31,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-08-31,4219257.765466684,629271.6446770779,1.0,0.0,15.619996337890655
2022-08-31,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-08-31,4219257.765466684,630198.2701101338,1.0,0.0,17.619996337890655
2022-09-01,4219257.765466684,629271.6446770779,1.0,0.0,22.599989013671916
2022-09-01,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-01,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-01,4219257.765466684,630198.2701101338,1.0,0.0,23.779981689453166
2022-09-02,4219257.765466684,630198.2701101338,1.0,0.0,23.189992675781298
2022-09-02,4219257.765466684,629271.6446770779,1.0,0.0,22.549978027343798
2022-09-02,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-02,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-03,4219257.765466684,630198.2701101338,1.0,0.0,22.07998168945312
2022-09-03,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-03,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-03,4219257.765466684,629271.6446770779,1.0,0.0,20.57998168945312
2022-09-04,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-04,4219257.765466684,630198.2701101338,1.0,0.0,27.399986572265675
2022-09-04,4219257.765466684,629271.6446770779,1.0,0.0,23.779991455078175
2022-09-04,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-05,4219257.765466684,629271.6446770779,1.0,0.0,24.07000000000005
2022-09-05,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-05,4219257.765466684,630198.2701101338,1.0,0.0,21.7499926757813
2022-09-05,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-06,4219257.765466684,630198.2701101338,1.0,0.0,25.000007324218757
2022-09-06,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-06,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-06,4219257.765466684,629271.6446770779,1.0,0.0,29.019996337890632
2022-09-07,4219257.765466684,629271.6446770779,1.0,0.0,22.029997558593777
2022-09-07,4219257.765466684,630198.2701101338,1.0,0.0,18.769987792968777
2022-09-07,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-07,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-08,4219257.765466684,629271.6446770779,1.0,0.0,29.13998901367188
2022-09-08,4219257.765466684,630198.2701101338,1.0,0.0,28.19998657226563
2022-09-08,4218519.856725971,629271.6446770779,1.0,0.0,NA
2022-09-08,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-09,4219257.765466684,629271.6446770779,1.0,0.0,15.680003662109414
2022-09-09,4219257.765466684,630198.2701101338,1.0,0.0,15.680003662109414
2022-09-09,4218519.856725971,630198.2701101338,1.0,0.0,NA
2022-09-09,4218519.856725971,629271.6446770779,1.0,0.0,NA
